SP_CODE;SP_NAME;MN_NAME;DC_NAME;PR_NAME
91104003;Mokomene Zone 3;Molemole;Capricorn District Municipality;LIMPOPO
91104004;Mokomene Zone 4;Molemole;Capricorn District Municipality;LIMPOPO
91104005;Mokomene Zone 5;Molemole;Capricorn District Municipality;LIMPOPO
91105001;Madikana;Molemole;Capricorn District Municipality;LIMPOPO
91105002;Mohodi ga Manthata;Molemole;Capricorn District Municipality;LIMPOPO
91105003;Moponto;Molemole;Capricorn District Municipality;LIMPOPO
91106001;Bochum NU;Molemole;Capricorn District Municipality;LIMPOPO
91106002;Pietersburg NU;Molemole;Capricorn District Municipality;LIMPOPO
91106003;Soutpansberg NU;Molemole;Capricorn District Municipality;LIMPOPO
91107001;Ga-Kgara;Molemole;Capricorn District Municipality;LIMPOPO
91107002;Ga-Mokgehle;Molemole;Capricorn District Municipality;LIMPOPO
91107003;Ga-Poopedi;Molemole;Capricorn District Municipality;LIMPOPO
91107004;Ga-Sako;Molemole;Capricorn District Municipality;LIMPOPO
91107005;Ga-Thupana;Molemole;Capricorn District Municipality;LIMPOPO
91107006;Ga-Tibu;Molemole;Capricorn District Municipality;LIMPOPO
91107007;Legotlhong;Molemole;Capricorn District Municipality;LIMPOPO
91107008;Sakoleng;Molemole;Capricorn District Municipality;LIMPOPO
91107009;Schoonveld;Molemole;Capricorn District Municipality;LIMPOPO
91107010;Van Wyksput;Molemole;Capricorn District Municipality;LIMPOPO
91108000;Sekgosese SP;Molemole;Capricorn District Municipality;LIMPOPO
91108001;Eisleben;Molemole;Capricorn District Municipality;LIMPOPO
91108002;Ga-Makgato;Molemole;Capricorn District Municipality;LIMPOPO
91108003;Ga-Phasha;Molemole;Capricorn District Municipality;LIMPOPO
91108004;Mangata;Molemole;Capricorn District Municipality;LIMPOPO
91108005;Mmatseke;Molemole;Capricorn District Municipality;LIMPOPO
91108006;Mphakane 1;Molemole;Capricorn District Municipality;LIMPOPO
91108007;Mphakane 2;Molemole;Capricorn District Municipality;LIMPOPO
91108008;Mphakane 3;Molemole;Capricorn District Municipality;LIMPOPO
91108009;Ramatsowe;Molemole;Capricorn District Municipality;LIMPOPO
91108010;Sefene;Molemole;Capricorn District Municipality;LIMPOPO
91108011;Sekakene;Molemole;Capricorn District Municipality;LIMPOPO
91109000;Sekhokho SP;Molemole;Capricorn District Municipality;LIMPOPO
91110000;Soekmekaar SP;Molemole;Capricorn District Municipality;LIMPOPO
91201000;Bjatladibja Dikolobe SP;Polokwane;Capricorn District Municipality;LIMPOPO
91201001;Ga Moswedi;Polokwane;Capricorn District Municipality;LIMPOPO
91201002;Ga Thoka;Polokwane;Capricorn District Municipality;LIMPOPO
91201003;Ga-Motholo;Polokwane;Capricorn District Municipality;LIMPOPO
91201004;Ga-Potse;Polokwane;Capricorn District Municipality;LIMPOPO
91201005;Kgokong;Polokwane;Capricorn District Municipality;LIMPOPO
91201006;Kgwareng;Polokwane;Capricorn District Municipality;LIMPOPO
91201007;Madiga;Polokwane;Capricorn District Municipality;LIMPOPO
91201008;Makeketela;Polokwane;Capricorn District Municipality;LIMPOPO
91201009;Makgwareng;Polokwane;Capricorn District Municipality;LIMPOPO
91201010;Mamotintane;Polokwane;Capricorn District Municipality;LIMPOPO
91201011;Mankweng;Polokwane;Capricorn District Municipality;LIMPOPO
91201012;Mantheding;Polokwane;Capricorn District Municipality;LIMPOPO
91201013;Masekwameng;Polokwane;Capricorn District Municipality;LIMPOPO
91201014;Mehlakong;Polokwane;Capricorn District Municipality;LIMPOPO
91201015;Monyamane;Polokwane;Capricorn District Municipality;LIMPOPO
91201016;Mphalong;Polokwane;Capricorn District Municipality;LIMPOPO
91201017;Nchechane;Polokwane;Capricorn District Municipality;LIMPOPO
91201018;Ntsima;Polokwane;Capricorn District Municipality;LIMPOPO
91201019;Senscherere;Polokwane;Capricorn District Municipality;LIMPOPO
91201020;Syferkuil;Polokwane;Capricorn District Municipality;LIMPOPO
91202000;Dikgale SP;Polokwane;Capricorn District Municipality;LIMPOPO
91202001;Ga-Dikgale South;Polokwane;Capricorn District Municipality;LIMPOPO
91202002;Ga-Mokgopo;Polokwane;Capricorn District Municipality;LIMPOPO
91202003;Madiga;Polokwane;Capricorn District Municipality;LIMPOPO
91202004;Makotopong;Polokwane;Capricorn District Municipality;LIMPOPO
91202005;Mantheding;Polokwane;Capricorn District Municipality;LIMPOPO
91202006;Mmarobale;Polokwane;Capricorn District Municipality;LIMPOPO
91202007;Nooitgedacht;Polokwane;Capricorn District Municipality;LIMPOPO
91202008;Sebayeng;Polokwane;Capricorn District Municipality;LIMPOPO
91202009;Titibe;Polokwane;Capricorn District Municipality;LIMPOPO
91202010;Vierhoek;Polokwane;Capricorn District Municipality;LIMPOPO
91203000;Ditlou Machidi SP;Polokwane;Capricorn District Municipality;LIMPOPO
91203001;Chuenespoort;Polokwane;Capricorn District Municipality;LIMPOPO
91203002;Ga-Chuene;Polokwane;Capricorn District Municipality;LIMPOPO
91203003;Ga-Maja;Polokwane;Capricorn District Municipality;LIMPOPO
91203004;Ga-Tshwene;Polokwane;Capricorn District Municipality;LIMPOPO
91203005;Seponapudi;Polokwane;Capricorn District Municipality;LIMPOPO
91203006;Tshwene;Polokwane;Capricorn District Municipality;LIMPOPO
91204001;Setotolwane;Polokwane;Capricorn District Municipality;LIMPOPO
91205000;Maja SP;Polokwane;Capricorn District Municipality;LIMPOPO
91205001;Doorndraai;Polokwane;Capricorn District Municipality;LIMPOPO
91205002;Ga-Maja;Polokwane;Capricorn District Municipality;LIMPOPO
91205003;Matobole;Polokwane;Capricorn District Municipality;LIMPOPO
91205004;Mphogodiba;Polokwane;Capricorn District Municipality;LIMPOPO
91205005;Ngwanamago;Polokwane;Capricorn District Municipality;LIMPOPO
91206001;Makgoba;Polokwane;Capricorn District Municipality;LIMPOPO
91206002;Vierhoek;Polokwane;Capricorn District Municipality;LIMPOPO
91207000;Mankoeng SP;Polokwane;Capricorn District Municipality;LIMPOPO
91207001;Badimong;Polokwane;Capricorn District Municipality;LIMPOPO
91207002;Ga Mahlanhle;Polokwane;Capricorn District Municipality;LIMPOPO
91207003;Ga Malahlela;Polokwane;Capricorn District Municipality;LIMPOPO
91207004;Ga Moropo;Polokwane;Capricorn District Municipality;LIMPOPO
91207005;Ga-Kgole;Polokwane;Capricorn District Municipality;LIMPOPO
91207006;Ga-Mailula;Polokwane;Capricorn District Municipality;LIMPOPO
91207007;Ga-Makgaba;Polokwane;Capricorn District Municipality;LIMPOPO
91207008;Ga-Makgobathe;Polokwane;Capricorn District Municipality;LIMPOPO
91207009;Ga-Mamphaka;Polokwane;Capricorn District Municipality;LIMPOPO
91207010;Kgwara;Polokwane;Capricorn District Municipality;LIMPOPO
91207011;Komaneng;Polokwane;Capricorn District Municipality;LIMPOPO
91207012;Megoring;Polokwane;Capricorn District Municipality;LIMPOPO
91207013;Mongwaneng;Polokwane;Capricorn District Municipality;LIMPOPO
91207014;Monywaneng;Polokwane;Capricorn District Municipality;LIMPOPO
91207015;Moshate;Polokwane;Capricorn District Municipality;LIMPOPO
91207016;Mothakeng;Polokwane;Capricorn District Municipality;LIMPOPO
91207017;Motlhatsweng;Polokwane;Capricorn District Municipality;LIMPOPO
91207018;Thabakgone;Polokwane;Capricorn District Municipality;LIMPOPO
91207019;Thune;Polokwane;Capricorn District Municipality;LIMPOPO
91207020;Tshware;Polokwane;Capricorn District Municipality;LIMPOPO
91207021;Viking;Polokwane;Capricorn District Municipality;LIMPOPO
91208000;Mankweng SP;Polokwane;Capricorn District Municipality;LIMPOPO
91208001;Mankweng Unit A;Polokwane;Capricorn District Municipality;LIMPOPO
91208002;Mankweng Unit B;Polokwane;Capricorn District Municipality;LIMPOPO
91208003;Mankweng Unit E;Polokwane;Capricorn District Municipality;LIMPOPO
91208004;Mankweng Unit F;Polokwane;Capricorn District Municipality;LIMPOPO
91209000;Mixed TA SP;Polokwane;Capricorn District Municipality;LIMPOPO
91210001;Ga-Maboi;Polokwane;Capricorn District Municipality;LIMPOPO
91211000;Molepo SP;Polokwane;Capricorn District Municipality;LIMPOPO
91211001;Boyne;Polokwane;Capricorn District Municipality;LIMPOPO
91211002;Ga-Lekgothoane;Polokwane;Capricorn District Municipality;LIMPOPO
91211003;Ga-Mmamatsha;Polokwane;Capricorn District Municipality;LIMPOPO
91211004;Ga-Mogano;Polokwane;Capricorn District Municipality;LIMPOPO
91211005;Ga-Molepo;Polokwane;Capricorn District Municipality;LIMPOPO
91211006;Ga-Ramphere;Polokwane;Capricorn District Municipality;LIMPOPO
91211007;Ga-Sebati;Polokwane;Capricorn District Municipality;LIMPOPO
91211008;Ga-Thaba;Polokwane;Capricorn District Municipality;LIMPOPO
91211009;Ga-Tshwene;Polokwane;Capricorn District Municipality;LIMPOPO
91211010;Laaste Hoop;Polokwane;Capricorn District Municipality;LIMPOPO
91211011;Lithupaneng;Polokwane;Capricorn District Municipality;LIMPOPO
91211012;Makatiane;Polokwane;Capricorn District Municipality;LIMPOPO
91211013;Makgeng;Polokwane;Capricorn District Municipality;LIMPOPO
91211014;Makubung;Polokwane;Capricorn District Municipality;LIMPOPO
91211015;Mankgaile;Polokwane;Capricorn District Municipality;LIMPOPO
91211016;Mountain View;Polokwane;Capricorn District Municipality;LIMPOPO
91211017;Sanyane;Polokwane;Capricorn District Municipality;LIMPOPO
91211018;Sejweng;Polokwane;Capricorn District Municipality;LIMPOPO
91211019;Sekgweng;Polokwane;Capricorn District Municipality;LIMPOPO
91211020;Sobiago;Polokwane;Capricorn District Municipality;LIMPOPO
91211021;Tsebela;Polokwane;Capricorn District Municipality;LIMPOPO
91212000;Moletji SP;Polokwane;Capricorn District Municipality;LIMPOPO
91212001;Bloedrivier;Polokwane;Capricorn District Municipality;LIMPOPO
91212002;Blood River;Polokwane;Capricorn District Municipality;LIMPOPO
91212003;Chebeng;Polokwane;Capricorn District Municipality;LIMPOPO
91212004;Ditenteng;Polokwane;Capricorn District Municipality;LIMPOPO
91212005;Ga-Hlahla;Polokwane;Capricorn District Municipality;LIMPOPO
91212006;Ga-Kgoroshi;Polokwane;Capricorn District Municipality;LIMPOPO
91212007;Ga-Kobo;Polokwane;Capricorn District Municipality;LIMPOPO
91212008;Ga-Komape;Polokwane;Capricorn District Municipality;LIMPOPO
91212009;Ga-Mabitsela;Polokwane;Capricorn District Municipality;LIMPOPO
91212010;Ga-Mabotsa;Polokwane;Capricorn District Municipality;LIMPOPO
91212011;Ga-Makweya;Polokwane;Capricorn District Municipality;LIMPOPO
91212012;Ga-Mamadila;Polokwane;Capricorn District Municipality;LIMPOPO
91212013;Ga-Manamela;Polokwane;Capricorn District Municipality;LIMPOPO
91212014;Ga-Matamanyane;Polokwane;Capricorn District Municipality;LIMPOPO
91212015;Ga-Mokibelo;Polokwane;Capricorn District Municipality;LIMPOPO
91212016;Ga-Phasa;Polokwane;Capricorn District Municipality;LIMPOPO
91212017;Ga-Ramongoane;Polokwane;Capricorn District Municipality;LIMPOPO
91212018;Grootvley;Polokwane;Capricorn District Municipality;LIMPOPO
91212019;Karre Base;Polokwane;Capricorn District Municipality;LIMPOPO
91212020;Kgotlhwane;Polokwane;Capricorn District Municipality;LIMPOPO
91212021;Koloti;Polokwane;Capricorn District Municipality;LIMPOPO
91212022;Mabokelele;Polokwane;Capricorn District Municipality;LIMPOPO
91212023;Machoane;Polokwane;Capricorn District Municipality;LIMPOPO
91212024;Mahwibitswane;Polokwane;Capricorn District Municipality;LIMPOPO
91212025;Makgofe;Polokwane;Capricorn District Municipality;LIMPOPO
91212026;Malietzies;Polokwane;Capricorn District Municipality;LIMPOPO
91212027;Mashoahleng;Polokwane;Capricorn District Municipality;LIMPOPO
91212028;Mmadigorong;Polokwane;Capricorn District Municipality;LIMPOPO
91212029;Perskebult;Polokwane;Capricorn District Municipality;LIMPOPO
91212030;Ramakgaphola;Polokwane;Capricorn District Municipality;LIMPOPO
91212031;Semeny;Polokwane;Capricorn District Municipality;LIMPOPO
91212032;Sengatane;Polokwane;Capricorn District Municipality;LIMPOPO
91213001;Ga-Mamadila;Polokwane;Capricorn District Municipality;LIMPOPO
91214001;Ga-Mothiba;Polokwane;Capricorn District Municipality;LIMPOPO
91214002;Thakgalang;Polokwane;Capricorn District Municipality;LIMPOPO
91215000;Pietersburg Part 1 SP;Polokwane;Capricorn District Municipality;LIMPOPO
91215001;Annadale;Polokwane;Capricorn District Municipality;LIMPOPO
91215002;Bendor;Polokwane;Capricorn District Municipality;LIMPOPO
91215003;Bendor Ext 7;Polokwane;Capricorn District Municipality;LIMPOPO
91215004;Bendor Park;Polokwane;Capricorn District Municipality;LIMPOPO
91215005;Capricorn;Polokwane;Capricorn District Municipality;LIMPOPO
91215007;Eduanpark;Polokwane;Capricorn District Municipality;LIMPOPO
91215008;Fauna Park;Polokwane;Capricorn District Municipality;LIMPOPO
91215009;Flora Park;Polokwane;Capricorn District Municipality;LIMPOPO
91215010;Futura;Polokwane;Capricorn District Municipality;LIMPOPO
91215012;Hospitalpark;Polokwane;Capricorn District Municipality;LIMPOPO
91215013;Ivy Park;Polokwane;Capricorn District Municipality;LIMPOPO
91215014;Laboria;Polokwane;Capricorn District Municipality;LIMPOPO
91215015;Ladine;Polokwane;Capricorn District Municipality;LIMPOPO
91215016;Magna Via;Polokwane;Capricorn District Municipality;LIMPOPO
91215018;Moregloed;Polokwane;Capricorn District Municipality;LIMPOPO
91215019;New Pietersburg;Polokwane;Capricorn District Municipality;LIMPOPO
91215020;Nirvana;Polokwane;Capricorn District Municipality;LIMPOPO
91215021;Nirvana Industrial Area;Polokwane;Capricorn District Municipality;LIMPOPO
91215022;Penina Park;Polokwane;Capricorn District Municipality;LIMPOPO
91215023;Pietersburg Central;Polokwane;Capricorn District Municipality;LIMPOPO
91215024;Sterpark;Polokwane;Capricorn District Municipality;LIMPOPO
91215025;Superbia;Polokwane;Capricorn District Municipality;LIMPOPO
91215027;Welgelegen;Polokwane;Capricorn District Municipality;LIMPOPO
91215028;Westenburg;Polokwane;Capricorn District Municipality;LIMPOPO
91216001;Doornbult SH;Polokwane;Capricorn District Municipality;LIMPOPO
91216002;Duvenhageskraal SH;Polokwane;Capricorn District Municipality;LIMPOPO
91216003;Geluk SH;Polokwane;Capricorn District Municipality;LIMPOPO
91216004;Ivydale AH;Polokwane;Capricorn District Municipality;LIMPOPO
91216005;Leeukuil SH;Polokwane;Capricorn District Municipality;LIMPOPO
91216006;Mooifontein SH;Polokwane;Capricorn District Municipality;LIMPOPO
91216007;Myngenoegen SH;Polokwane;Capricorn District Municipality;LIMPOPO
91216008;Palmietfontein SH;Polokwane;Capricorn District Municipality;LIMPOPO
91216009;Palmietgat SH;Polokwane;Capricorn District Municipality;LIMPOPO
91216010;Pietersburg NU;Polokwane;Capricorn District Municipality;LIMPOPO
91216011;Potgietersrus NU;Polokwane;Capricorn District Municipality;LIMPOPO
91216012;Sterkloop SH;Polokwane;Capricorn District Municipality;LIMPOPO
91216013;Tweefontein SH;Polokwane;Capricorn District Municipality;LIMPOPO
91217001;Lithuli;Polokwane;Capricorn District Municipality;LIMPOPO
91217002;Madiba Park;Polokwane;Capricorn District Municipality;LIMPOPO
91217003;Murasie;Polokwane;Capricorn District Municipality;LIMPOPO
91217004;New Pietersburg;Polokwane;Capricorn District Municipality;LIMPOPO
91217005;Seshego A;Polokwane;Capricorn District Municipality;LIMPOPO
91217006;Seshego B;Polokwane;Capricorn District Municipality;LIMPOPO
91217007;Seshego C;Polokwane;Capricorn District Municipality;LIMPOPO
91217008;Seshego D;Polokwane;Capricorn District Municipality;LIMPOPO
91217009;Seshego E;Polokwane;Capricorn District Municipality;LIMPOPO
91217010;Seshego F;Polokwane;Capricorn District Municipality;LIMPOPO
91217011;Seshego G;Polokwane;Capricorn District Municipality;LIMPOPO
91217012;Seshego H;Polokwane;Capricorn District Municipality;LIMPOPO
91218001;Losmycherry;Polokwane;Capricorn District Municipality;LIMPOPO
91218002;Moria;Polokwane;Capricorn District Municipality;LIMPOPO
91218003;Segwasi;Polokwane;Capricorn District Municipality;LIMPOPO
91218004;Sobiaco Mission;Polokwane;Capricorn District Municipality;LIMPOPO
91219000;Tholongwe SP;Polokwane;Capricorn District Municipality;LIMPOPO
91219001;Ga-Magowa;Polokwane;Capricorn District Municipality;LIMPOPO
91219002;Ga-Mothapo;Polokwane;Capricorn District Municipality;LIMPOPO
91219003;Laaste Hoop;Polokwane;Capricorn District Municipality;LIMPOPO
91219004;Magokobo;Polokwane;Capricorn District Municipality;LIMPOPO
91219005;Makanye;Polokwane;Capricorn District Municipality;LIMPOPO
91219006;Makgwareng;Polokwane;Capricorn District Municipality;LIMPOPO
91219007;Mogole;Polokwane;Capricorn District Municipality;LIMPOPO
91219008;Noko;Polokwane;Capricorn District Municipality;LIMPOPO
91219009;Phomolong;Polokwane;Capricorn District Municipality;LIMPOPO
91219010;Phuti;Polokwane;Capricorn District Municipality;LIMPOPO
91219011;Taskane;Polokwane;Capricorn District Municipality;LIMPOPO
91219012;Tholongwe;Polokwane;Capricorn District Municipality;LIMPOPO
91220000;Turfloop SP;Polokwane;Capricorn District Municipality;LIMPOPO
91222006;Doornspruit;Polokwane;Capricorn District Municipality;LIMPOPO
91222011;Ga-Mapangula;Polokwane;Capricorn District Municipality;LIMPOPO
91222017;Masealama;Polokwane;Capricorn District Municipality;LIMPOPO
91222026;Vaalkop;Polokwane;Capricorn District Municipality;LIMPOPO
91223013;Van Tondershoek;Polokwane;Capricorn District Municipality;LIMPOPO
91301000;Bakgaga Ba Mphahlele SP;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301001;Bolopa;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301002;Dithabaneng;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301003;Hwelereng;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301004;Hwelesaneng;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301005;Lekurung;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301006;Lenting;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301007;Lesetsi;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301008;Leswaneng;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301009;Maake;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301010;Magwaneng;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301011;Makurung;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301012;Malekapane;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301013;Malemang;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301014;Mamaolo;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301015;Mamatonya;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301016;Maralaleng;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301017;Marulaneng;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301018;Mashite;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301019;Mogodi;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301020;Molaleng wa Sebea;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301021;Molsgat;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301022;Mooiplaas;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301023;Morotse;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301024;Mosetamong;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301025;Mphahlele 1;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301026;Mphahlele 2;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301027;Mphahlele 3;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301028;Mphahlele 4;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301029;Nkotokwane;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301030;Phosiri;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301031;Phutimolle;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301032;Serobaneng;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301033;Standplaas;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301034;Thamagane;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301035;Tjiane;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301036;Tooseng;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301037;Tswaing;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91301038;Turfpan;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91302000;Batau Ba Seloane SP;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91302001;Byldrift;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91302002;Grootklip;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91302003;Kgwaripe;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91303000;Ditlou Ntshong SP;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91303001;Ebenhaeser;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91303002;Grootfontein;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91303003;Masioneng;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91303004;Moleke;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91303005;Tubex;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91304000;Lebowakgomo SP;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91304001;Ga-Chuene/Sepanapudi;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91304002;Lebowakgomo;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91304003;Lebowakgomo Unit A;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91304004;Lebowakgomo Unit B;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91305001;Letaba NU;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91305002;Mokerong NU;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91305003;Pietersburg NU;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91305004;Potgietersrus NU;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91306000;Mafefe SP;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91306001;Dublin;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91306002;Fertilis;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91306003;Ga Mafefe;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91306004;Ga-Mokgotho;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91306005;Gemini;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91306006;Geneva;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91306007;Mahlatjane;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91306008;Masusele;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91306009;Mataung;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91306010;Mobosobohlogo;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91306011;Osterd;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91306012;Setaseng;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91307001;Madikeleng Kuduskop;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91308001;Klipheuvel;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91309001;Schuinsrand;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91310000;Thabamoopo SP;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91310001;Ga-Makgoba;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91310002;Ga-Mathabatha;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91310003;Madikelong;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91310004;Maseleseleng;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91310005;Mmakotse;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91310006;Scheiding;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311000;Zebediela Part 1 SP;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311001;Bolahlakgomo;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311002;Droogte;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311003;Ga-Madisaleolo;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311004;Ga-Mamogwasa;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311005;Ga-Phaswana;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311006;Ga-Rakgoatha;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311007;Groothoek;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311008;Khureng;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311009;Madishaditoro;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311010;Magatle;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311011;Makhushaneng;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311012;Makweng;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311013;Manaileng;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311014;Mapatjakeng;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311015;Mathibela;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311016;Matome;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311017;Matshelane;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311018;Mehlareng;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311019;Mogoto;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311020;Molapo;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311021;Moletlane;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311022;Motantanyane;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311023;Motserereng;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311024;Phishoana;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311025;Sekgophokgophong;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91311026;Taaiboschlaagte;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91312000;Zebediela Part 2 SP;Lepele-Nkumpi;Capricorn District Municipality;LIMPOPO
91401000;Amandelbult SP;Thabazimbi;Waterberg District Municipality;LIMPOPO
91402000;Ipeleng SP;Thabazimbi;Waterberg District Municipality;LIMPOPO
91403000;Middeldrift SP;Thabazimbi;Waterberg District Municipality;LIMPOPO
91404000;Mmebane SP;Thabazimbi;Waterberg District Municipality;LIMPOPO
91405000;Northam SP;Thabazimbi;Waterberg District Municipality;LIMPOPO
91406000;Regorogile SP;Thabazimbi;Waterberg District Municipality;LIMPOPO
91407000;Rooiberg Tin Mine SP;Thabazimbi;Waterberg District Municipality;LIMPOPO
91408000;Rooikrans SP;Thabazimbi;Waterberg District Municipality;LIMPOPO
91409001;Smersha Block;Thabazimbi;Waterberg District Municipality;LIMPOPO
91410000;Swartklip SP;Thabazimbi;Waterberg District Municipality;LIMPOPO
91411000;Swartkop SP;Thabazimbi;Waterberg District Municipality;LIMPOPO
91412001;De Put SH;Thabazimbi;Waterberg District Municipality;LIMPOPO
